region_id,size_rank,city,state,Q1_2020,Q2_2020,Q3_2020,Q4_2020,Q1_2021,Q2_2021,Q3_2021,Q4_2021,Q1_2022,Q2_2022,Q3_2022,Q4_2022,Q1_2023,4/30/2023
395033,153,Rockford,IL,0.70,0.63,0.53,0.46,0.51,0.36,0.29,0.39,0.41,0.33,0.32,0.42,0.52,0.43
394796,154,Lincoln,NE,0.48,0.47,0.41,0.28,0.35,0.24,0.20,0.33,0.35,0.21,0.27,0.45,0.53,0.43
394622,155,Gainesville,FL,0.65,0.62,0.64,0.62,0.59,0.47,0.42,0.50,0.49,0.34,0.41,0.58,0.67,0.58
394405,156,Boulder,CO,0.65,0.47,0.46,0.46,0.47,0.22,0.20,0.33,0.28,0.14,0.36,0.57,0.63,0.51
394646,157,Green Bay,WI,0.50,0.42,0.38,0.33,0.36,0.30,0.20,0.23,0.33,0.21,0.19,0.32,0.42,0.35
394488,158,Columbus,GA,0.51,0.52,0.55,0.49,0.50,0.41,0.31,0.34,0.36,0.33,0.35,0.44,0.50,0.44
395107,159,South Bend,IN,0.52,0.51,0.47,0.47,0.51,0.39,0.30,0.35,0.39,0.28,0.30,0.42,0.49,0.46
395109,160,Spartanburg,SC,0.58,0.52,0.49,0.44,0.43,0.37,0.30,0.32,0.32,0.27,0.32,0.51,0.58,0.55
394645,161,Greeley,CO,0.47,0.39,0.38,0.33,0.32,0.21,0.14,0.19,0.23,0.16,0.27,0.49,0.51,0.41
394808,162,Lubbock,TX,0.59,0.55,0.60,0.58,0.63,0.39,0.31,0.42,0.41,0.31,0.36,0.54,0.61,0.57
394471,163,Clarksville,TN,0.49,0.41,0.39,0.40,0.30,0.20,0.17,0.21,0.22,0.18,0.20,0.36,0.45,0.41
395028,164,Roanoke,VA,0.60,0.51,0.46,0.43,0.47,0.33,0.28,0.34,0.34,0.23,0.28,0.43,0.48,0.39
394579,165,Evansville,IN,0.42,0.42,0.42,0.43,0.51,0.36,0.26,0.35,0.43,0.30,0.33,0.47,0.53,0.46
394747,167,Kingsport,TN,0.72,0.66,0.60,0.60,0.59,0.49,0.40,0.46,0.54,0.40,0.42,0.53,0.61,0.59
394741,168,Kennewick,WA,0.38,0.37,0.32,0.30,0.28,0.22,0.17,0.21,0.25,0.21,0.31,0.45,0.48,0.41
395179,169,Utica,NY,0.68,0.67,0.56,0.49,0.52,0.48,0.37,0.42,0.48,0.46,0.34,0.46,0.63,0.62
394660,170,Hagerstown,MD,0.53,0.51,0.43,0.37,0.36,0.30,0.26,0.29,0.33,0.26,0.28,0.40,0.43,0.39
394543,171,Duluth,MN,0.64,0.51,0.45,0.45,0.48,0.35,0.27,0.36,0.38,0.26,0.27,0.39,0.48,0.44
394803,173,Longview,TX,0.45,0.43,0.46,0.45,0.41,0.48,0.39,0.45,0.45,0.39,0.41,0.53,0.61,0.55
395229,174,Wilmington,NC,0.69,0.65,0.63,0.58,0.57,0.38,0.31,0.40,0.38,0.26,0.33,0.52,0.60,0.52
395061,175,San Luis Obispo,CA,0.69,0.61,0.59,0.47,0.43,0.33,0.30,0.34,0.31,0.23,0.37,0.52,0.59,0.52
753875,176,Crestview,FL,0.63,0.60,0.63,0.58,0.54,0.42,0.35,0.44,0.48,0.36,0.44,0.60,0.67,0.66
394851,177,Merced,CA,0.52,0.47,0.44,0.40,0.37,0.26,0.20,0.29,0.29,0.28,0.41,0.57,0.54,0.50
395197,178,Waco,TX,0.66,0.61,0.56,0.53,0.55,0.43,0.32,0.44,0.47,0.38,0.44,0.58,0.67,0.61
394447,179,Cedar Rapids,IA,0.70,0.58,0.53,0.50,0.47,0.33,0.27,0.43,0.53,0.39,0.36,0.49,0.64,0.52
394348,180,Atlantic City,NJ,0.65,0.64,0.61,0.58,0.58,0.49,0.39,0.43,0.46,0.41,0.38,0.44,0.54,0.46
394412,181,Bremerton,WA,0.35,0.24,0.24,0.22,0.17,0.10,0.09,0.17,0.18,0.11,0.28,0.45,0.48,0.37
395103,182,Sioux Falls,SD,0.41,0.41,0.41,0.42,0.40,0.41,0.42,0.40,0.41,0.43,0.39,0.40,0.44,0.43
395065,183,Santa Cruz,CA,0.64,0.49,0.48,0.35,0.35,0.26,0.23,0.32,0.34,0.24,0.44,0.60,0.61,0.51
394572,184,Erie,PA,0.68,0.61,0.52,0.49,0.51,0.46,0.32,0.42,0.50,0.36,0.30,0.45,0.53,0.48
394924,185,Norwich,CT,0.68,0.63,0.54,0.47,0.49,0.38,0.28,0.36,0.40,0.28,0.27,0.36,0.38,0.34
394323,186,Amarillo,TX,0.60,0.56,0.56,0.56,0.53,0.42,0.35,0.41,0.41,0.36,0.42,0.49,0.56,0.55
395171,188,Tuscaloosa,AL,0.61,0.57,0.44,0.45,0.46,0.39,0.34,0.38,0.40,0.35,0.37,0.54,0.57,0.50
394483,189,College Station,TX,0.70,0.66,0.66,0.65,0.64,0.51,0.45,0.50,0.43,0.26,0.36,0.56,0.57,0.50
394732,190,Kalamazoo,MI,0.60,0.58,0.48,0.44,0.45,0.37,0.28,0.36,0.40,0.30,0.29,0.44,0.53,0.49
394811,191,Lynchburg,VA,0.61,0.59,0.55,0.49,0.50,0.37,0.28,0.36,0.35,0.27,0.31,0.42,0.44,0.38
395240,193,Yakima,WA,0.44,0.40,0.35,0.29,0.30,0.26,0.22,0.27,0.35,0.26,0.29,0.45,0.53,0.46
394585,194,Fargo,ND,0.14,0.15,0.17,0.13,0.15,0.18,0.11,0.15,0.20,0.08,0.17,0.22,0.00,0.67
394387,195,Binghamton,NY,0.72,0.72,0.60,0.53,0.60,0.49,0.34,0.42,0.47,0.41,0.33,0.46,0.53,0.48
394609,196,Fort Smith,AR,0.65,0.62,0.59,0.56,0.55,0.45,0.37,0.41,0.43,0.42,0.42,0.52,0.61,0.52
394334,197,Appleton,WI,0.15,0.14,0.17,0.15,0.13,0.18,0.14,0.12,0.20,0.13,0.10,0.23,0.13,0.28
845160,198,Prescott Valley,AZ,0.67,0.67,0.62,0.50,0.45,0.31,0.30,0.41,0.41,0.33,0.51,0.69,0.72,0.65
394813,200,Macon,GA,0.75,0.68,0.62,0.57,0.55,0.48,0.42,0.45,0.51,0.43,0.45,0.51,0.57,0.56
395174,201,Tyler,TX,0.69,0.63,0.60,0.59,0.65,0.46,0.39,0.49,0.52,0.37,0.42,0.58,0.64,0.62
394361,202,Barnstable Town,MA,0.81,0.72,0.67,0.53,0.49,0.36,0.26,0.38,0.42,0.29,0.30,0.48,0.60,0.55
394519,203,Daphne,AL,0.68,0.66,0.70,0.67,0.72,0.54,0.48,0.57,0.58,0.52,0.56,0.68,0.77,0.75
395030,207,Rochester,MN,0.52,0.43,0.38,0.35,0.40,0.26,0.21,0.29,0.39,0.26,0.28,0.47,0.50,0.43
753895,208,Lafayette,IN,0.47,0.45,0.42,0.42,0.45,0.33,0.28,0.38,0.45,0.33,0.40,0.53,0.52,0.44
394454,209,Champaign,IL,0.83,0.78,0.72,0.70,0.69,0.52,0.38,0.51,0.51,0.39,0.35,0.58,0.69,0.56
394848,210,Medford,OR,0.67,0.54,0.49,0.41,0.36,0.32,0.32,0.40,0.46,0.38,0.52,0.62,0.62,0.56
845164,211,Lebanon,NH,0.55,0.56,0.54,0.56,0.51,0.43,0.31,0.35,0.35,0.26,0.28,0.43,0.54,0.47
394459,212,Charlottesville,VA,0.67,0.64,0.58,0.54,0.53,0.35,0.32,0.40,0.39,0.24,0.34,0.48,0.56,0.43
394773,214,Las Cruces,NM,0.67,0.58,0.54,0.47,0.43,0.34,0.30,0.36,0.39,0.32,0.33,0.44,0.57,0.51
394464,215,Chico,CA,0.57,0.50,0.42,0.39,0.38,0.32,0.28,0.33,0.34,0.27,0.39,0.55,0.60,0.47
394681,216,Hilton Head Island,SC,0.83,0.80,0.78,0.74,0.67,0.50,0.37,0.41,0.43,0.32,0.38,0.58,0.66,0.63
394346,217,Athens,GA,0.58,0.55,0.52,0.49,0.47,0.39,0.36,0.45,0.39,0.28,0.40,0.53,0.57,0.51
394765,218,Lake Havasu City,AZ,0.68,0.65,0.58,0.51,0.50,0.33,0.37,0.52,0.53,0.40,0.54,0.72,0.73,0.70
395114,220,Springfield,IL,0.82,0.78,0.71,0.66,0.67,0.57,0.40,0.46,0.51,0.37,0.32,0.44,0.54,0.50
394565,223,Elkhart,IN,0.51,0.47,0.48,0.44,0.46,0.36,0.25,0.30,0.31,0.22,0.25,0.46,0.53,0.47
394726,224,Johnson City,TN,0.71,0.62,0.57,0.56,0.56,0.45,0.41,0.46,0.48,0.38,0.42,0.55,0.61,0.59
395247,225,Yuma,AZ,0.33,0.34,0.35,0.33,0.25,0.25,0.21,0.22,0.26,0.23,0.35,0.46,0.54,0.47
394623,226,Gainesville,GA,0.66,0.58,0.58,0.53,0.49,0.38,0.35,0.38,0.39,0.32,0.41,0.58,0.63,0.57
394716,227,Jacksonville,NC,0.51,0.46,0.44,0.40,0.36,0.25,0.20,0.22,0.24,0.16,0.19,0.32,0.37,0.33
394597,228,Florence,SC,0.54,0.53,0.58,0.55,0.53,0.40,0.38,0.40,0.43,0.37,0.38,0.50,0.56,0.54
394680,229,Hilo,HI,0.72,0.72,0.71,0.67,0.61,0.44,0.34,0.33,0.39,0.34,0.41,0.56,0.64,0.66
395118,230,St. Cloud,MN,0.61,0.48,0.42,0.42,0.44,0.31,0.21,0.30,0.38,0.26,0.27,0.44,0.53,0.41
395011,231,Racine,WI,0.36,0.33,0.31,0.37,0.33,0.30,0.25,0.41,0.47,0.22,0.31,0.46,0.50,0.41
394380,232,Bend,OR,0.62,0.54,0.50,0.35,0.30,0.21,0.25,0.40,0.39,0.26,0.47,0.64,0.67,0.57
395047,233,Saginaw,MI,0.66,0.61,0.49,0.42,0.47,0.35,0.33,0.40,0.50,0.43,0.36,0.50,0.55,0.51
395202,234,Warner Robins,GA,0.53,0.45,0.40,0.38,0.39,0.30,0.26,0.24,0.27,0.20,0.22,0.33,0.45,0.44
395151,235,Terre Haute,IN,0.62,0.63,0.59,0.56,0.64,0.49,0.44,0.51,0.57,0.42,0.42,0.57,0.63,0.56
395162,236,Torrington,CT,0.76,0.71,0.58,0.50,0.55,0.46,0.35,0.44,0.48,0.36,0.31,0.43,0.52,0.45
395009,237,Punta Gorda,FL,0.80,0.77,0.76,0.68,0.64,0.47,0.39,0.40,0.42,0.36,0.48,0.67,0.70,0.68
394748,241,Kingston,NY,0.70,0.74,0.58,0.46,0.52,0.55,0.34,0.37,0.46,0.43,0.35,0.45,0.56,0.60
394960,242,Panama City,FL,0.83,0.79,0.80,0.73,0.71,0.59,0.49,0.53,0.55,0.47,0.55,0.68,0.75,0.73
394729,243,Joplin,MO,0.68,0.59,0.56,0.52,0.55,0.48,0.43,0.51,0.56,0.42,0.42,0.48,0.57,0.52
394539,244,Dover,DE,0.51,0.43,0.38,0.37,0.35,0.29,0.24,0.23,0.27,0.22,0.23,0.31,0.42,0.37
394712,246,Jackson,TN,0.43,0.44,0.43,0.43,0.45,0.43,0.43,0.47,0.44,0.39,0.43,0.56,0.62,0.60
395246,247,Yuba City,CA,0.46,0.35,0.33,0.29,0.29,0.18,0.18,0.25,0.26,0.19,0.33,0.51,0.52,0.42
395119,249,St. George,UT,0.63,0.60,0.54,0.43,0.39,0.27,0.32,0.43,0.47,0.29,0.52,0.71,0.72,0.65
394896,250,Muskegon,MI,0.59,0.53,0.43,0.41,0.40,0.31,0.26,0.34,0.34,0.28,0.33,0.46,0.51,0.47
394299,251,Abilene,TX,0.56,0.55,0.51,0.49,0.48,0.37,0.34,0.36,0.37,0.36,0.40,0.51,0.60,0.58
394707,252,Iowa City,IA,0.28,0.26,0.31,0.27,0.25,0.33,0.26,0.24,0.37,0.24,0.21,0.42,0.22,0.61
394351,253,Auburn,AL,0.47,0.46,0.47,0.48,0.43,0.44,0.34,0.38,0.35,0.30,0.35,0.46,0.50,0.49
394860,254,Midland,TX,0.76,0.79,0.77,0.74,0.80,0.68,0.63,0.63,0.64,0.57,0.57,0.67,0.69,0.64
753869,255,Bloomington,IL,0.85,0.78,0.70,0.65,0.63,0.50,0.31,0.37,0.38,0.27,0.22,0.39,0.51,0.48
394944,257,Oshkosh,WI,0.16,0.15,0.18,0.16,0.15,0.20,0.15,0.14,0.22,0.14,0.12,0.25,0.14,0.34
394651,259,Greenville,NC,0.58,0.46,0.34,0.36,0.33,0.26,0.22,0.28,0.29,0.21,0.21,0.35,0.46,0.37
394428,260,Burlington,NC,0.50,0.45,0.38,0.32,0.36,0.22,0.16,0.23,0.25,0.14,0.20,0.32,0.46,0.44
394553,263,East Stroudsburg,PA,0.40,0.37,0.35,0.42,0.36,0.37,0.31,0.35,0.34,0.35,0.40,0.51,0.58,0.49
395007,264,Pueblo,CO,0.42,0.38,0.45,0.34,0.30,0.30,0.28,0.35,0.39,0.35,0.33,0.51,0.54,0.48
395215,266,Wausau,WI,0.50,0.46,0.46,0.52,0.47,0.45,0.30,0.43,0.55,0.34,0.34,0.41,0.52,0.60
394731,267,Kahului,HI,0.76,0.78,0.80,0.77,0.74,0.61,0.47,0.37,0.36,0.40,0.52,0.65,0.59,0.59
394720,268,Janesville,WI,0.61,0.44,0.34,0.35,0.36,0.23,0.21,0.30,0.44,0.22,0.22,0.37,0.36,0.32
394393,270,Bloomington,IN,0.55,0.54,0.56,0.56,0.61,0.37,0.38,0.51,0.51,0.36,0.45,0.63,0.71,0.63
394710,272,Jackson,MI,0.60,0.56,0.47,0.41,0.40,0.33,0.28,0.37,0.44,0.33,0.34,0.45,0.54,0.49
395125,273,State College,PA,0.58,0.49,0.51,0.57,0.57,0.39,0.29,0.39,0.38,0.21,0.30,0.46,0.47,0.33
395079,274,Sebastian,FL,0.82,0.84,0.80,0.76,0.73,0.58,0.43,0.44,0.44,0.39,0.49,0.66,0.72,0.73
394814,275,Madera,CA,0.60,0.60,0.50,0.50,0.42,0.33,0.32,0.35,0.39,0.30,0.39,0.51,0.55,0.53
394453,277,Chambersburg,PA,0.47,0.43,0.43,0.41,0.41,0.35,0.31,0.34,0.36,0.32,0.31,0.40,0.41,0.41
395193,278,Vineland,NJ,0.64,0.55,0.50,0.36,0.37,0.37,0.23,0.29,0.34,0.32,0.24,0.36,0.44,0.41
394639,280,Grand Junction,CO,0.66,0.53,0.46,0.47,0.47,0.32,0.28,0.42,0.45,0.33,0.44,0.60,0.61,0.60
394563,281,Elizabethtown,KY,0.53,0.65,0.49,0.48,0.45,0.46,0.39,0.49,0.52,0.44,0.45,0.60,0.63,0.57
394917,282,Niles,MI,0.61,0.60,0.58,0.56,0.58,0.42,0.32,0.47,0.54,0.37,0.39,0.54,0.60,0.58
394873,283,Monroe,MI,0.69,0.58,0.46,0.42,0.48,0.36,0.31,0.36,0.41,0.27,0.30,0.40,0.50,0.47
394493,285,Concord,NH,0.34,0.34,0.25,0.31,0.30,0.18,0.16,0.25,0.23,0.16,0.18,0.28,0.37,0.32
394314,286,Alexandria,LA,0.45,0.45,0.46,0.45,0.45,0.46,0.44,0.44,0.53,0.48,0.50,0.60,0.62,0.58
395163,287,Traverse City,MI,0.68,0.61,0.52,0.50,0.50,0.36,0.32,0.44,0.44,0.29,0.35,0.53,0.56,0.49
394359,288,Bangor,ME,0.58,0.57,0.51,0.47,0.55,0.43,0.36,0.41,0.47,0.32,0.35,0.53,0.55,0.55
394685,289,Homosassa Springs,FL,0.75,0.73,0.69,0.62,0.62,0.52,0.44,0.45,0.50,0.43,0.50,0.62,0.73,0.69
394662,290,Hanford,CA,0.33,0.32,0.33,0.33,0.32,0.28,0.18,0.25,0.30,0.23,0.30,0.40,0.49,0.37
394723,291,Jefferson City,MO,0.46,0.48,0.44,0.46,0.49,0.39,0.48,0.45,0.45,0.35,0.37,0.53,0.60,0.51
394598,292,Florence,AL,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.62
394537,293,Dothan,AL,0.56,0.56,0.55,0.57,0.56,0.54,0.52,0.54,0.51,0.47,0.59,0.64,0.66,0.63
394802,294,London,KY,0.74,0.79,0.67,0.65,0.73,0.58,0.56,0.67,0.60,0.55,0.64,0.73,0.80,0.76
845167,296,Ottawa,IL,0.83,0.82,0.73,0.68,0.78,0.63,0.51,0.57,0.66,0.58,0.51,0.64,0.71,0.69
395223,298,Wichita Falls,TX,0.41,0.43,0.40,0.41,0.43,0.38,0.39,0.44,0.52,0.49,0.51,0.68,0.74,0.60
394800,301,Logan,UT,0.31,0.31,0.29,0.31,0.31,0.25,0.21,0.27,0.31,0.25,0.42,0.59,0.66,0.59
394595,302,Flagstaff,AZ,0.71,0.59,0.56,0.44,0.40,0.30,0.29,0.42,0.39,0.31,0.52,0.67,0.69,0.65
395036,303,Rocky Mount,NC,0.66,0.54,0.60,0.50,0.45,0.40,0.30,0.38,0.39,0.34,0.37,0.52,0.57,0.53
395000,304,Pottsville,PA,0.46,0.45,0.45,0.44,0.47,0.41,0.33,0.40,0.43,0.37,0.39,0.47,0.48,0.42
394515,305,Dalton,GA,0.72,0.65,0.59,0.58,0.53,0.46,0.42,0.43,0.48,0.45,0.47,0.59,0.64,0.58
394783,306,Lebanon,PA,0.50,0.40,0.39,0.36,0.34,0.26,0.24,0.29,0.25,0.20,0.28,0.31,0.35,0.25
394880,307,Morristown,TN,0.64,0.63,0.56,0.52,0.58,0.44,0.41,0.45,0.52,0.39,0.48,0.63,0.61,0.55
395232,308,Winchester,VA,0.62,0.52,0.44,0.37,0.34,0.25,0.23,0.31,0.39,0.27,0.32,0.49,0.49,0.37
395221,309,Wheeling,OH,0.75,0.74,0.67,0.69,0.73,0.70,0.58,0.66,0.77,0.69,0.67,0.64,0.69,0.70
394756,311,La Crosse,WI,0.32,0.30,0.29,0.33,0.30,0.28,0.22,0.29,0.38,0.27,0.24,0.40,0.49,0.37
394900,312,Napa,CA,0.65,0.54,0.58,0.53,0.46,0.34,0.31,0.37,0.40,0.28,0.42,0.54,0.60,0.52
395013,313,Rapid City,SD,0.64,0.53,0.49,0.44,0.33,0.28,0.25,0.29,0.28,0.24,0.29,0.50,0.64,0.52
395139,314,Sumter,SC,0.60,0.58,0.52,0.46,0.43,0.41,0.40,0.40,0.43,0.39,0.39,0.44,0.55,0.52
395117,316,Springfield,OH,0.59,0.55,0.46,0.38,0.45,0.37,0.32,0.42,0.41,0.33,0.30,0.38,0.46,0.42
394668,317,Harrisonburg,VA,0.62,0.54,0.44,0.42,0.45,0.28,0.21,0.31,0.36,0.23,0.28,0.44,0.48,0.45
394368,318,Battle Creek,MI,0.66,0.60,0.42,0.45,0.43,0.34,0.28,0.34,0.41,0.32,0.33,0.46,0.53,0.49
395094,319,Sherman,TX,0.72,0.64,0.59,0.55,0.59,0.40,0.33,0.43,0.37,0.30,0.43,0.61,0.68,0.66
394442,321,Carbondale,IL,0.84,0.83,0.77,0.71,0.67,0.66,0.60,0.62,0.63,0.57,0.57,0.60,0.67,0.69
394727,322,Johnstown,PA,0.19,0.18,0.22,0.19,0.18,0.23,0.18,0.17,0.26,0.16,0.15,0.29,0.14,0.46
394728,323,Jonesboro,AR,0.70,0.64,0.61,0.63,0.63,0.46,0.38,0.43,0.48,0.43,0.45,0.59,0.66,0.55
394661,325,Hammond,LA,0.66,0.59,0.53,0.50,0.47,0.46,0.39,0.41,0.40,0.35,0.45,0.54,0.55,0.59
394983,326,Pittsfield,MA,0.79,0.68,0.62,0.56,0.57,0.52,0.37,0.45,0.54,0.48,0.37,0.51,0.62,0.60
394890,327,Mount Vernon,WA,0.49,0.36,0.37,0.36,0.31,0.21,0.19,0.26,0.30,0.20,0.38,0.52,0.55,0.47
394719,328,Jamestown,NY,0.80,0.74,0.68,0.60,0.56,0.49,0.41,0.39,0.49,0.47,0.34,0.47,0.59,0.62
395153,329,The Villages,FL,0.74,0.75,0.74,0.79,0.79,0.68,0.45,0.37,0.42,0.41,0.53,0.66,0.78,0.79
394307,330,Albany,OR,0.43,0.33,0.38,0.22,0.24,0.17,0.15,0.23,0.24,0.18,0.28,0.43,0.47,0.41
394780,332,Lawton,OK,0.28,0.27,0.27,0.28,0.26,0.26,0.29,0.26,0.26,0.29,0.24,0.34,0.43,0.42
394474,334,Cleveland,TN,0.68,0.56,0.46,0.42,0.49,0.44,0.39,0.42,0.43,0.38,0.44,0.58,0.64,0.58
395098,335,Sierra Vista,AZ,0.65,0.68,0.59,0.53,0.52,0.40,0.39,0.42,0.45,0.37,0.48,0.56,0.61,0.57
394824,337,Mansfield,OH,0.36,0.33,0.37,0.37,0.32,0.38,0.37,0.30,0.40,0.38,0.26,0.44,0.36,0.51
395128,338,Staunton,VA,0.55,0.40,0.40,0.31,0.35,0.28,0.23,0.30,0.35,0.27,0.30,0.34,0.40,0.43
394353,339,Augusta,ME,0.48,0.46,0.46,0.48,0.50,0.40,0.27,0.38,0.42,0.30,0.25,0.43,0.48,0.45
394905,341,New Bern,NC,0.69,0.65,0.63,0.58,0.55,0.43,0.35,0.41,0.36,0.28,0.34,0.47,0.48,0.45
394588,342,Farmington,NM,0.37,0.36,0.38,0.37,0.36,0.38,0.37,0.35,0.39,0.37,0.34,0.42,0.42,0.41
395120,343,St. Joseph,MO,0.65,0.61,0.55,0.54,0.59,0.45,0.37,0.49,0.54,0.41,0.44,0.59,0.56,0.50
753890,347,Holland,MI,0.68,0.65,0.52,0.46,0.46,0.35,0.23,0.33,0.39,0.29,0.32,0.49,0.52,0.50
394810,348,Lumberton,NC,0.22,0.21,0.25,0.22,0.20,0.27,0.21,0.19,0.30,0.19,0.17,0.34,0.17,0.50
394778,349,Lawrence,KS,0.18,0.17,0.20,0.17,0.16,0.21,0.17,0.15,0.24,0.16,0.13,0.27,0.15,0.36
394635,350,Goldsboro,NC,0.56,0.44,0.38,0.32,0.27,0.22,0.20,0.26,0.25,0.21,0.27,0.34,0.45,0.41
395213,351,Watertown,NY,0.71,0.69,0.60,0.55,0.54,0.54,0.43,0.50,0.57,0.50,0.39,0.50,0.61,0.60
395217,353,Weirton,OH,0.70,0.71,0.57,0.51,0.61,0.59,0.51,0.61,0.61,0.60,0.57,0.65,0.68,0.67
394867,354,Missoula,MT,0.61,0.45,0.38,0.39,0.36,0.24,0.26,0.35,0.38,0.28,0.39,0.57,0.67,0.57
394333,357,Anniston,AL,0.66,0.63,0.61,0.54,0.51,0.50,0.45,0.41,0.43,0.42,0.42,0.50,0.67,0.53
394423,360,Brunswick,GA,0.84,0.75,0.69,0.70,0.67,0.56,0.46,0.49,0.51,0.47,0.44,0.63,0.68,0.69
395173,361,Twin Falls,ID,0.17,0.19,0.20,0.16,0.19,0.21,0.28,0.42,0.41,0.34,0.44,0.66,0.68,0.64
753872,361,California,MD,0.52,0.44,0.36,0.32,0.30,0.27,0.21,0.23,0.24,0.19,0.21,0.32,0.41,0.36
394495,363,Cookeville,TN,0.59,0.53,0.59,0.48,0.52,0.47,0.43,0.54,0.55,0.50,0.52,0.63,0.70,0.66
394893,364,Muncie,IN,0.74,0.67,0.55,0.51,0.57,0.48,0.38,0.41,0.53,0.48,0.40,0.53,0.62,0.56
394857,365,Michigan City,IN,0.75,0.67,0.65,0.52,0.53,0.45,0.39,0.49,0.53,0.48,0.44,0.59,0.62,0.63
395039,366,Roseburg,OR,0.59,0.52,0.48,0.44,0.44,0.39,0.32,0.37,0.45,0.39,0.46,0.57,0.60,0.61
394788,367,Lewiston,ME,0.33,0.31,0.30,0.32,0.38,0.26,0.13,0.19,0.24,0.16,0.15,0.31,0.36,0.23
394804,368,Longview,WA,0.39,0.32,0.32,0.31,0.25,0.16,0.16,0.25,0.28,0.21,0.30,0.46,0.49,0.37
394734,370,Kankakee,IL,0.68,0.63,0.54,0.52,0.56,0.45,0.40,0.43,0.48,0.32,0.37,0.53,0.62,0.55
395095,372,Show Low,AZ,0.74,0.69,0.58,0.45,0.45,0.32,0.36,0.44,0.53,0.41,0.54,0.65,0.74,0.73
395023,373,Richmond,KY,0.68,0.62,0.55,0.49,0.51,0.44,0.39,0.50,0.50,0.47,0.46,0.58,0.62,0.59
395168,374,Tullahoma,TN,0.43,0.41,0.40,0.44,0.40,0.41,0.37,0.41,0.49,0.37,0.44,0.57,0.63,0.64
395222,375,Whitewater,WI,0.26,0.25,0.30,0.26,0.24,0.32,0.25,0.22,0.35,0.23,0.19,0.40,0.22,0.54
394709,376,Ithaca,NY,0.21,0.20,0.23,0.20,0.19,0.25,0.19,0.17,0.28,0.18,0.15,0.31,0.17,0.44
394637,377,Grand Forks,MN,0.74,0.73,0.67,0.67,0.65,0.59,0.46,0.47,0.53,0.47,0.46,0.57,0.70,0.71
394524,378,Decatur,IL,0.85,0.84,0.76,0.68,0.76,0.64,0.47,0.52,0.56,0.44,0.46,0.58,0.72,0.61
394762,379,LaGrange,GA,0.64,0.57,0.48,0.53,0.54,0.46,0.45,0.47,0.46,0.39,0.43,0.53,0.54,0.50
394369,380,Bay City,MI,0.69,0.69,0.49,0.43,0.47,0.37,0.37,0.40,0.44,0.36,0.33,0.40,0.48,0.44
394630,382,Gettysburg,PA,0.52,0.51,0.46,0.40,0.41,0.32,0.24,0.32,0.34,0.25,0.28,0.34,0.36,0.31
394733,384,Kalispell,MT,0.55,0.54,0.55,0.51,0.48,0.33,0.31,0.44,0.47,0.36,0.49,0.71,0.75,0.69
394823,386,Mankato,MN,0.38,0.35,0.35,0.39,0.35,0.34,0.28,0.38,0.44,0.36,0.41,0.48,0.52,0.49
394794,387,Lima,OH,0.60,0.63,0.57,0.54,0.52,0.45,0.39,0.52,0.56,0.43,0.41,0.54,0.58,0.59
753915,388,Salem,OH,0.77,0.65,0.61,0.59,0.59,0.53,0.48,0.51,0.55,0.48,0.43,0.58,0.63,0.63
395166,389,Truckee,CA,0.64,0.59,0.51,0.35,0.43,0.28,0.24,0.34,0.39,0.30,0.50,0.63,0.64,0.65
395080,390,Sebring,FL,0.75,0.71,0.70,0.66,0.62,0.54,0.43,0.50,0.52,0.44,0.51,0.64,0.68,0.67
394462,391,Cheyenne,WY,0.47,0.40,0.37,0.40,0.42,0.27,0.22,0.29,0.37,0.29,0.35,0.47,0.60,0.53
394689,392,Hot Springs,AR,0.51,0.56,0.54,0.49,0.58,0.54,0.47,0.54,0.46,0.40,0.43,0.54,0.65,0.57
394302,393,Adrian,MI,0.62,0.61,0.52,0.47,0.49,0.35,0.34,0.46,0.51,0.42,0.39,0.52,0.54,0.54
