region_id,size_rank,city,state,Q1_2020,Q2_2020,Q3_2020,Q4_2020,Q1_2021,Q2_2021,Q3_2021,Q4_2021,Q1_2022,Q2_2022,Q3_2022,Q4_2022,Q1_2023,4/30/2023,5/31/2023
395160,93,Toledo,OH,$944.76 ,$952.34 ,$954.26 ,$976.60 ,$993.46 ,"$1,030.91 ","$1,077.33 ","$1,114.63 ","$1,137.09 ","$1,168.58 ","$1,190.40 ","$1,200.01 ","$1,217.54 ","$1,219.31 ","$1,208.74 "
395224,94,Wichita,KS,$808.88 ,$809.92 ,$823.30 ,$832.79 ,$844.56 ,$868.53 ,$886.30 ,$905.80 ,$926.81 ,$940.42 ,$955.36 ,$974.95 ,$993.38 ,"$1,005.99 ","$1,016.47 "
394549,95,Durham,NC,"$1,328.45 ","$1,324.35 ","$1,319.03 ","$1,341.73 ","$1,362.22 ","$1,410.82 ","$1,488.71 ","$1,561.55 ","$1,612.07 ","$1,654.22 ","$1,683.94 ","$1,703.20 ","$1,737.30 ","$1,759.14 ","$1,758.24 "
394352,96,Augusta,GA,"$1,017.85 ","$1,027.38 ","$1,057.50 ","$1,088.78 ","$1,108.98 ","$1,144.07 ","$1,200.23 ","$1,238.93 ","$1,266.22 ","$1,300.26 ","$1,308.16 ","$1,328.61 ","$1,360.89 ","$1,373.05 ","$1,378.01 "
394957,97,Palm Bay,FL,"$1,389.47 ","$1,393.75 ","$1,406.30 ","$1,442.60 ","$1,489.81 ","$1,556.02 ","$1,661.81 ","$1,763.19 ","$1,834.44 ","$1,900.52 ","$1,933.65 ","$1,954.98 ","$1,986.42 ","$2,001.74 ","$2,001.58 "
394711,98,Jackson,MS,"$1,116.48 ","$1,128.97 ","$1,124.07 ","$1,149.83 ","$1,156.83 ","$1,185.82 ","$1,223.17 ","$1,241.57 ","$1,272.60 ","$1,297.97 ","$1,321.37 ","$1,342.62 ","$1,363.08 ","$1,373.41 ","$1,376.08 "
394666,99,Harrisburg,PA,"$1,077.49 ","$1,075.75 ","$1,096.09 ","$1,121.26 ","$1,150.67 ","$1,189.17 ","$1,246.50 ","$1,287.88 ","$1,319.11 ","$1,344.21 ","$1,348.79 ","$1,363.20 ","$1,380.10 ","$1,392.81 ","$1,394.34 "
395113,100,Spokane,WA,"$1,183.37 ","$1,185.16 ","$1,209.76 ","$1,266.06 ","$1,319.98 ","$1,419.80 ","$1,514.42 ","$1,536.20 ","$1,574.11 ","$1,596.50 ","$1,600.96 ","$1,633.05 ","$1,640.74 ","$1,636.22 ","$1,626.50 "
395075,101,Scranton,PA,$900.64 ,$908.47 ,$937.82 ,$968.88 ,"$1,007.44 ","$1,046.19 ","$1,080.66 ","$1,109.52 ","$1,143.39 ","$1,177.58 ","$1,196.71 ","$1,215.41 ","$1,217.77 ","$1,210.13 ","$1,212.22 "
394460,102,Chattanooga,TN,"$1,150.87 ","$1,170.67 ","$1,189.54 ","$1,223.77 ","$1,242.40 ","$1,287.12 ","$1,355.47 ","$1,416.51 ","$1,469.42 ","$1,515.85 ","$1,538.16 ","$1,554.40 ","$1,578.16 ","$1,582.57 ","$1,579.39 "
394871,103,Modesto,CA,"$1,524.03 ","$1,547.08 ","$1,579.49 ","$1,643.20 ","$1,692.16 ","$1,751.03 ","$1,828.02 ","$1,874.52 ","$1,927.59 ","$1,966.65 ","$1,979.09 ","$1,994.73 ","$2,002.70 ","$2,001.67 ","$2,008.49 "
394768,104,Lancaster,PA,"$1,007.62 ","$1,010.97 ","$1,034.92 ","$1,057.25 ","$1,085.23 ","$1,118.80 ","$1,146.35 ","$1,183.93 ","$1,209.87 ","$1,241.65 ","$1,271.74 ","$1,295.06 ","$1,323.93 ","$1,341.48 ","$1,348.33 "
394997,105,Portland,ME,"$1,653.45 ","$1,666.21 ","$1,685.18 ","$1,750.73 ","$1,801.16 ","$1,834.01 ","$1,905.50 ","$1,966.46 ","$2,024.74 ","$2,081.61 ","$2,133.61 ","$2,165.21 ","$2,195.99 ","$2,238.68 ","$2,236.52 "
395245,106,Youngstown,OH,$663.82 ,$679.50 ,$687.48 ,$706.46 ,$722.18 ,$750.93 ,$784.53 ,$804.47 ,$813.80 ,$828.60 ,$834.77 ,$847.61 ,$869.92 ,$875.34 ,$879.95 
394770,107,Lansing,MI,$848.17 ,$856.32 ,$868.44 ,$890.22 ,$910.60 ,$920.07 ,$948.61 ,$970.55 ,$999.35 ,"$1,030.27 ","$1,050.02 ","$1,067.47 ","$1,076.83 ","$1,086.24 ","$1,082.70 "
394590,108,Fayetteville,AR,"$1,127.28 ","$1,138.78 ","$1,138.76 ","$1,161.45 ","$1,190.78 ","$1,226.15 ","$1,261.35 ","$1,312.49 ","$1,342.21 ","$1,399.07 ","$1,456.23 ","$1,485.97 ","$1,528.04 ","$1,539.86 ","$1,540.05 "
394589,109,Fayetteville,NC,$989.20 ,"$1,008.71 ","$1,034.00 ","$1,076.11 ","$1,112.02 ","$1,166.18 ","$1,231.64 ","$1,270.73 ","$1,313.68 ","$1,352.82 ","$1,374.67 ","$1,404.71 ","$1,429.29 ","$1,436.87 ","$1,438.17 "
394792,110,Lexington,KY,"$1,020.62 ","$1,025.28 ","$1,030.81 ","$1,053.54 ","$1,076.10 ","$1,105.62 ","$1,154.45 ","$1,199.10 ","$1,222.34 ","$1,260.06 ","$1,282.84 ","$1,303.85 ","$1,345.33 ","$1,365.39 ","$1,373.68 "
394971,111,Pensacola,FL,"$1,192.68 ","$1,213.46 ","$1,232.72 ","$1,275.66 ","$1,334.43 ","$1,419.37 ","$1,516.88 ","$1,577.87 ","$1,618.49 ","$1,648.02 ","$1,663.44 ","$1,685.31 ","$1,705.19 ","$1,711.63 ","$1,708.15 "
395068,112,Santa Rosa,CA,"$2,291.78 ","$2,285.16 ","$2,293.40 ","$2,328.90 ","$2,339.77 ","$2,381.40 ","$2,474.91 ","$2,546.96 ","$2,618.05 ","$2,665.67 ","$2,667.65 ","$2,679.48 ","$2,695.19 ","$2,702.31 ","$2,710.95 "
395019,113,Reno,NV,"$1,539.88 ","$1,537.19 ","$1,549.83 ","$1,624.51 ","$1,684.43 ","$1,749.01 ","$1,838.84 ","$1,868.96 ","$1,884.45 ","$1,911.08 ","$1,903.39 ","$1,905.93 ","$1,921.30 ","$1,919.45 ","$1,921.93 "
394698,114,Huntsville,AL,"$1,128.67 ","$1,143.59 ","$1,184.31 ","$1,222.71 ","$1,263.94 ","$1,319.25 ","$1,371.77 ","$1,408.38 ","$1,443.98 ","$1,467.35 ","$1,480.85 ","$1,501.19 ","$1,512.29 ","$1,522.26 ","$1,518.18 "
394995,115,Port St. Lucie,FL,"$1,593.12 ","$1,614.59 ","$1,643.34 ","$1,711.23 ","$1,773.22 ","$1,859.91 ","$1,994.58 ","$2,128.50 ","$2,250.70 ","$2,324.08 ","$2,365.02 ","$2,385.88 ","$2,409.93 ","$2,432.42 ","$2,444.65 "
394761,116,Lafayette,LA,"$1,068.95 ","$1,075.62 ","$1,091.49 ","$1,125.88 ","$1,130.58 ","$1,149.60 ","$1,201.53 ","$1,245.44 ","$1,269.26 ","$1,280.63 ","$1,272.11 ","$1,263.00 ","$1,278.46 ","$1,290.73 ","$1,291.15 "
394898,117,Myrtle Beach,SC,"$1,324.91 ","$1,324.76 ","$1,323.81 ","$1,365.88 ","$1,394.64 ","$1,441.26 ","$1,523.66 ","$1,625.56 ","$1,685.86 ","$1,756.86 ","$1,798.05 ","$1,802.33 ","$1,842.37 ","$1,851.45 ","$1,860.73 "
395116,118,Springfield,MO,$949.75 ,$964.89 ,$987.48 ,"$1,011.92 ","$1,043.59 ","$1,081.71 ","$1,136.91 ","$1,171.45 ","$1,205.93 ","$1,248.74 ","$1,263.27 ","$1,288.13 ","$1,301.28 ","$1,296.05 ","$1,293.36 "
395195,119,Visalia,CA,"$1,228.32 ","$1,230.84 ","$1,252.05 ","$1,284.34 ","$1,336.77 ","$1,408.89 ","$1,455.17 ","$1,569.86 ","$1,604.15 ","$1,626.65 ","$1,684.10 ","$1,667.76 ","$1,700.70 ","$1,739.17 ","$1,719.72 "
394746,120,Killeen,TX,$967.16 ,$975.38 ,"$1,000.10 ","$1,041.24 ","$1,071.35 ","$1,132.68 ","$1,204.28 ","$1,267.03 ","$1,300.29 ","$1,325.17 ","$1,332.72 ","$1,335.06 ","$1,356.98 ","$1,363.23 ","$1,358.74 "
394338,121,Asheville,NC,"$1,330.61 ","$1,328.70 ","$1,349.43 ","$1,375.95 ","$1,420.44 ","$1,491.31 ","$1,563.61 ","$1,628.67 ","$1,702.47 ","$1,742.19 ","$1,778.89 ","$1,821.32 ","$1,841.29 ","$1,866.64 ","$1,873.45 "
395244,122,York,PA,"$1,085.73 ","$1,086.52 ","$1,090.63 ","$1,121.88 ","$1,149.77 ","$1,179.92 ","$1,221.66 ","$1,253.37 ","$1,270.04 ","$1,297.56 ","$1,318.83 ","$1,328.94 ","$1,347.38 ","$1,359.37 ","$1,353.38 "
395183,123,Vallejo,CA,"$2,025.58 ","$2,021.33 ","$2,041.09 ","$2,110.80 ","$2,156.38 ","$2,181.78 ","$2,252.82 ","$2,313.32 ","$2,353.13 ","$2,392.44 ","$2,405.85 ","$2,394.01 ","$2,404.54 ","$2,424.09 ","$2,415.26 "
753917,124,Santa Maria,CA,"$2,456.61 ","$2,465.60 ","$2,517.44 ","$2,567.06 ","$2,645.35 ","$2,777.19 ","$2,970.00 ","$3,192.58 ","$3,278.81 ","$3,424.00 ","$3,448.56 ","$3,449.60 ","$3,520.16 ","$3,485.72 ","$3,491.89 "
395050,125,Salinas,CA,"$2,155.00 ","$2,117.19 ","$2,140.73 ","$2,195.45 ","$2,238.26 ","$2,291.63 ","$2,343.79 ","$2,408.87 ","$2,468.86 ","$2,528.22 ","$2,575.76 ","$2,596.61 ","$2,620.07 ","$2,637.64 ","$2,634.88 "
395048,126,Salem,OR,"$1,263.01 ","$1,272.61 ","$1,279.15 ","$1,310.75 ","$1,351.71 ","$1,396.78 ","$1,440.18 ","$1,498.09 ","$1,529.64 ","$1,585.17 ","$1,639.74 ","$1,662.62 ","$1,698.43 ","$1,710.12 ","$1,704.90 "
394870,127,Mobile,AL,$862.14 ,$869.03 ,$871.54 ,$889.67 ,$924.90 ,$970.11 ,"$1,021.22 ","$1,053.77 ","$1,058.66 ","$1,083.72 ","$1,107.34 ","$1,136.65 ","$1,177.67 ","$1,200.90 ","$1,195.32 "
395015,128,Reading,PA,$921.56 ,$921.91 ,$956.43 ,$984.45 ,"$1,036.44 ","$1,062.26 ","$1,091.06 ","$1,112.98 ","$1,151.64 ","$1,177.93 ","$1,203.84 ","$1,249.69 ","$1,280.23 ","$1,322.44 ","$1,347.74 "
394502,129,Corpus Christi,TX,"$1,194.27 ","$1,184.31 ","$1,193.20 ","$1,218.19 ","$1,238.28 ","$1,283.22 ","$1,338.98 ","$1,372.30 ","$1,381.38 ","$1,386.22 ","$1,381.26 ","$1,386.63 ","$1,409.65 ","$1,427.47 ","$1,430.60 "
394421,130,Brownsville,TX,$912.32 ,$920.52 ,$939.42 ,$953.07 ,$966.55 ,$992.98 ,"$1,034.50 ","$1,046.05 ","$1,081.85 ","$1,109.20 ","$1,124.10 ","$1,165.13 ","$1,186.17 ","$1,202.82 ","$1,206.57 "
394820,131,Manchester,NH,"$1,443.86 ","$1,430.99 ","$1,443.64 ","$1,495.95 ","$1,536.63 ","$1,591.17 ","$1,690.87 ","$1,757.31 ","$1,807.93 ","$1,866.02 ","$1,879.98 ","$1,909.04 ","$1,953.16 ","$1,973.32 ","$1,989.57 "
394612,132,Fort Wayne,IN,$879.67 ,$885.31 ,$897.19 ,$913.40 ,$925.27 ,$963.03 ,"$1,010.97 ","$1,053.86 ","$1,088.94 ","$1,122.66 ","$1,135.84 ","$1,146.14 ","$1,158.86 ","$1,152.49 ","$1,149.05 "
394658,133,Gulfport,MS,$996.64 ,"$1,017.63 ","$1,039.21 ","$1,052.65 ","$1,064.35 ","$1,114.66 ","$1,157.95 ","$1,221.65 ","$1,265.06 ","$1,272.69 ","$1,298.36 ","$1,315.65 ","$1,354.17 ","$1,390.40 ","$1,406.40 "
395051,134,Salisbury,DE,"$1,370.48 ","$1,367.62 ","$1,387.67 ","$1,413.96 ","$1,460.23 ","$1,563.64 ","$1,622.57 ","$1,650.99 ","$1,703.79 ","$1,719.79 ","$1,753.20 ","$1,802.61 ","$1,812.30 ","$1,824.04 ","$1,819.97 "
394596,135,Flint,MI,$786.59 ,$801.01 ,$802.97 ,$834.72 ,$861.09 ,$886.00 ,$915.45 ,$956.28 ,$971.10 ,$997.54 ,"$1,015.09 ","$1,006.42 ","$1,011.57 ","$1,000.28 ",$998.22 
394972,136,Peoria,IL,$855.62 ,$862.95 ,$868.86 ,$886.71 ,$890.36 ,$900.89 ,$925.89 ,$960.80 ,$966.54 ,"$1,000.64 ","$1,021.28 ","$1,030.05 ","$1,069.57 ","$1,079.97 ","$1,083.39 "
394439,137,Canton,OH,$739.24 ,$751.98 ,$763.03 ,$785.51 ,$803.30 ,$813.26 ,$828.11 ,$853.40 ,$873.75 ,$909.16 ,$942.54 ,$955.34 ,$972.96 ,$980.17 ,$976.24 
395070,138,Savannah,GA,"$1,258.39 ","$1,262.09 ","$1,245.93 ","$1,281.11 ","$1,315.72 ","$1,376.54 ","$1,473.74 ","$1,568.10 ","$1,630.13 ","$1,686.70 ","$1,735.20 ","$1,758.52 ","$1,806.45 ","$1,837.52 ","$1,845.55 "
394327,139,Anchorage,AK,"$1,383.53 ","$1,376.32 ","$1,380.79 ","$1,417.34 ","$1,425.47 ","$1,443.02 ","$1,487.65 ","$1,519.31 ","$1,563.27 ","$1,621.74 ","$1,657.46 ","$1,688.16 ","$1,722.75 ","$1,736.04 ","$1,741.00 "
394372,140,Beaumont,TX,$985.07 ,$997.50 ,"$1,010.54 ","$1,019.15 ","$1,029.48 ","$1,051.20 ","$1,058.77 ","$1,071.39 ","$1,093.53 ","$1,099.43 ","$1,118.77 ","$1,135.24 ","$1,140.55 ","$1,152.00 ","$1,151.76 "
395096,141,Shreveport,LA,"$1,031.72 ","$1,034.17 ","$1,054.19 ","$1,074.12 ","$1,080.38 ","$1,105.22 ","$1,143.79 ","$1,183.98 ","$1,194.74 ","$1,213.06 ","$1,219.87 ","$1,226.52 ","$1,263.28 ","$1,285.38 ","$1,286.46 "
395164,142,Trenton,NJ,"$2,006.58 ","$2,013.98 ","$2,019.33 ","$2,060.38 ","$2,098.75 ","$2,137.95 ","$2,201.54 ","$2,263.62 ","$2,348.90 ","$2,410.83 ","$2,462.65 ","$2,502.86 ","$2,529.74 ","$2,554.19 ","$2,576.74 "
394875,143,Montgomery,AL,$996.50 ,$996.59 ,"$1,005.09 ","$1,026.55 ","$1,051.79 ","$1,077.66 ","$1,130.61 ","$1,170.09 ","$1,199.92 ","$1,225.67 ","$1,233.20 ","$1,244.10 ","$1,257.30 ","$1,269.02 ","$1,269.60 "
394520,144,Davenport,IL,$809.73 ,$817.62 ,$826.90 ,$836.93 ,$848.02 ,$862.71 ,$874.57 ,$898.37 ,$914.26 ,$927.59 ,$945.41 ,$956.75 ,$974.30 ,$986.75 ,$993.69 
395146,145,Tallahassee,FL,"$1,083.79 ","$1,078.25 ","$1,079.06 ","$1,099.25 ","$1,111.79 ","$1,145.01 ","$1,195.29 ","$1,243.84 ","$1,302.66 ","$1,348.38 ","$1,388.79 ","$1,421.23 ","$1,452.76 ","$1,478.66 ","$1,481.82 "
394576,146,Eugene,OR,"$1,424.48 ","$1,431.29 ","$1,433.84 ","$1,478.84 ","$1,518.28 ","$1,552.58 ","$1,626.81 ","$1,685.94 ","$1,713.62 ","$1,793.78 ","$1,835.82 ","$1,857.87 ","$1,894.76 ","$1,898.25 ","$1,876.77 "
394901,147,Naples,FL,"$1,860.78 ","$1,865.15 ","$1,879.93 ","$1,889.39 ","$1,941.42 ","$2,102.89 ","$2,448.45 ","$2,594.59 ","$2,754.22 ","$2,849.07 ","$2,864.04 ","$2,921.61 ","$3,007.54 ","$3,051.39 ","$3,059.32 "
394332,148,Ann Arbor,MI,"$1,622.39 ","$1,617.67 ","$1,612.07 ","$1,632.96 ","$1,666.40 ","$1,706.28 ","$1,753.68 ","$1,813.20 ","$1,867.13 ","$1,918.05 ","$1,968.78 ","$1,988.95 ","$2,003.54 ","$2,012.39 ","$2,012.75 "
394927,149,Ocala,FL,"$1,138.88 ","$1,149.03 ","$1,178.62 ","$1,225.07 ","$1,264.70 ","$1,300.45 ","$1,398.34 ","$1,492.13 ","$1,548.19 ","$1,605.81 ","$1,610.59 ","$1,610.73 ","$1,638.17 ","$1,652.56 ","$1,657.07 "
394679,150,Hickory,NC,$979.06 ,$994.12 ,$995.29 ,"$1,041.98 ","$1,058.64 ","$1,102.56 ","$1,180.19 ","$1,240.51 ","$1,294.56 ","$1,323.95 ","$1,332.25 ","$1,342.76 ","$1,370.72 ","$1,385.28 ","$1,401.00 "
394697,151,Huntington,OH,$717.09 ,$725.91 ,$732.03 ,$750.09 ,$751.62 ,$766.79 ,$785.59 ,$788.80 ,$800.66 ,$813.37 ,$820.53 ,$838.19 ,$855.62 ,$861.34 ,$869.40 
394602,152,Fort Collins,CO,"$1,543.67 ","$1,539.34 ","$1,541.72 ","$1,556.25 ","$1,579.82 ","$1,629.68 ","$1,687.58 ","$1,744.58 ","$1,779.69 ","$1,812.47 ","$1,842.99 ","$1,868.27 ","$1,906.69 ","$1,931.70 ","$1,937.29 "
395033,153,Rockford,IL,$798.74 ,$804.65 ,$826.03 ,$843.62 ,$872.03 ,$882.50 ,$895.79 ,$918.49 ,$935.84 ,$966.47 ,$985.59 ,$999.48 ,"$1,010.52 ","$1,013.96 ","$1,018.58 "
394796,154,Lincoln,NE,$993.85 ,"$1,007.82 ","$1,021.98 ","$1,029.69 ","$1,041.98 ","$1,061.26 ","$1,088.62 ","$1,114.95 ","$1,138.56 ","$1,164.96 ","$1,185.91 ","$1,211.47 ","$1,234.80 ","$1,249.29 ","$1,251.26 "
394622,155,Gainesville,FL,"$1,250.84 ","$1,256.64 ","$1,244.85 ","$1,240.48 ","$1,279.85 ","$1,323.99 ","$1,404.73 ","$1,509.57 ","$1,545.96 ","$1,576.65 ","$1,602.47 ","$1,609.64 ","$1,651.93 ","$1,689.54 ","$1,695.86 "
394405,156,Boulder,CO,"$1,874.44 ","$1,856.46 ","$1,859.07 ","$1,875.97 ","$1,906.68 ","$1,978.34 ","$2,066.05 ","$2,101.32 ","$2,152.89 ","$2,194.21 ","$2,206.79 ","$2,252.17 ","$2,274.70 ","$2,275.43 ","$2,289.41 "
394646,157,Green Bay,WI,$957.80 ,$983.45 ,$857.73 ,$792.18 ,$796.16 ,$812.77 ,$830.93 ,$881.13 ,$906.90 ,$921.40 ,$943.11 ,$949.77 ,$968.89 ,$990.28 ,$994.02 
394488,158,Columbus,GA,$847.49 ,$879.52 ,$897.12 ,$908.81 ,$941.22 ,$969.41 ,"$1,021.06 ","$1,076.99 ","$1,110.55 ","$1,132.68 ","$1,142.03 ","$1,148.63 ","$1,158.23 ","$1,165.60 ","$1,168.68 "
395107,159,South Bend,IN,$905.79 ,$928.12 ,$942.12 ,$972.56 ,"$1,013.87 ","$1,049.94 ","$1,092.41 ","$1,156.42 ","$1,187.18 ","$1,213.19 ","$1,250.35 ","$1,270.47 ","$1,314.07 ","$1,352.79 ","$1,370.31 "
395109,160,Spartanburg,SC,"$1,140.80 ","$1,136.98 ","$1,155.32 ","$1,173.77 ","$1,193.66 ","$1,224.78 ","$1,253.86 ","$1,300.12 ","$1,334.38 ","$1,362.38 ","$1,392.70 ","$1,409.46 ","$1,434.93 ","$1,457.12 ","$1,465.23 "
394645,161,Greeley,CO,"$1,521.54 ","$1,535.82 ","$1,543.25 ","$1,562.73 ","$1,585.72 ","$1,616.03 ","$1,673.99 ","$1,725.61 ","$1,756.22 ","$1,797.28 ","$1,817.80 ","$1,839.19 ","$1,874.22 ","$1,888.29 ","$1,894.00 "
394808,162,Lubbock,TX,"$1,139.04 ","$1,148.35 ","$1,159.64 ","$1,172.41 ","$1,188.92 ","$1,223.26 ","$1,254.95 ","$1,279.37 ","$1,301.65 ","$1,319.41 ","$1,331.96 ","$1,345.80 ","$1,354.17 ","$1,354.09 ","$1,351.68 "
394471,163,Clarksville,TN,$992.15 ,$993.87 ,"$1,014.21 ","$1,042.90 ","$1,077.27 ","$1,117.43 ","$1,163.29 ","$1,212.70 ","$1,253.07 ","$1,285.56 ","$1,308.21 ","$1,319.55 ","$1,328.81 ","$1,336.30 ","$1,333.59 "
395028,164,Roanoke,VA,$942.00 ,$931.88 ,$942.27 ,$965.28 ,$975.81 ,"$1,004.99 ","$1,047.80 ","$1,083.55 ","$1,131.09 ","$1,171.50 ","$1,202.18 ","$1,232.82 ","$1,253.88 ","$1,270.99 ","$1,274.14 "
394579,165,Evansville,IN,$730.77 ,$724.64 ,$728.48 ,$747.46 ,$751.29 ,$777.28 ,$806.85 ,$821.42 ,$837.82 ,$847.84 ,$858.43 ,$876.12 ,$902.22 ,$921.82 ,$928.81 
394747,167,Kingsport,TN,$767.44 ,$767.43 ,$792.09 ,$806.05 ,$830.86 ,$856.88 ,$891.84 ,$935.36 ,$973.93 ,"$1,035.09 ","$1,073.00 ","$1,114.17 ","$1,156.10 ","$1,168.50 ","$1,182.95 "
394741,168,Kennewick,WA,"$1,315.65 ","$1,296.30 ","$1,318.19 ","$1,369.17 ","$1,397.93 ","$1,449.32 ","$1,526.07 ","$1,559.67 ","$1,608.42 ","$1,641.49 ","$1,644.38 ","$1,670.02 ","$1,698.26 ","$1,718.31 ","$1,729.38 "
394660,170,Hagerstown,MD,"$1,042.87 ","$1,060.00 ","$1,085.55 ","$1,109.32 ","$1,146.00 ","$1,182.97 ","$1,222.56 ","$1,264.53 ","$1,305.33 ","$1,348.88 ","$1,382.29 ","$1,412.30 ","$1,434.29 ","$1,440.72 ","$1,446.80 "
394543,171,Duluth,MN,$999.00 ,"$1,003.22 ","$1,030.67 ","$1,043.83 ","$1,060.25 ","$1,082.13 ","$1,103.63 ","$1,122.77 ","$1,146.12 ","$1,177.92 ","$1,200.87 ","$1,235.75 ","$1,264.99 ","$1,280.96 ","$1,285.94 "
394937,172,Olympia,WA,"$1,596.61 ","$1,605.41 ","$1,638.27 ","$1,693.89 ","$1,750.59 ","$1,807.59 ","$1,872.16 ","$1,947.09 ","$1,997.56 ","$2,017.48 ","$2,039.31 ","$2,038.47 ","$2,049.30 ","$2,075.79 ","$2,080.30 "
394803,173,Longview,TX,$842.59 ,$849.81 ,$842.76 ,$868.64 ,$874.37 ,$885.73 ,$907.12 ,$940.58 ,$969.31 ,"$1,000.11 ","$1,032.13 ","$1,036.80 ","$1,049.60 ","$1,055.62 ","$1,055.76 "
395229,174,Wilmington,NC,"$1,243.33 ","$1,275.65 ","$1,282.73 ","$1,300.71 ","$1,351.07 ","$1,379.77 ","$1,454.61 ","$1,555.84 ","$1,618.89 ","$1,699.41 ","$1,748.79 ","$1,762.36 ","$1,781.42 ","$1,784.88 ","$1,774.64 "
395061,175,San Luis Obispo,CA,"$2,177.12 ","$2,200.62 ","$2,203.39 ","$2,252.40 ","$2,305.65 ","$2,323.74 ","$2,414.51 ","$2,521.46 ","$2,545.27 ","$2,663.76 ","$2,711.75 ","$2,734.61 ","$2,818.79 ","$2,827.73 ","$2,850.10 "
753875,176,Crestview,FL,"$1,408.22 ","$1,608.48 ","$1,419.16 ","$1,471.22 ","$1,514.43 ","$1,656.90 ","$1,818.09 ","$1,871.86 ","$1,948.24 ","$1,968.85 ","$1,958.18 ","$2,003.14 ","$2,022.49 ","$2,022.78 ","$2,018.64 "
394851,177,Merced,CA,"$1,476.06 ","$1,488.47 ","$1,479.78 ","$1,575.02 ","$1,616.31 ","$1,668.36 ","$1,823.55 ","$1,868.70 ","$1,929.59 ","$1,948.53 ","$1,924.83 ","$1,943.08 ","$1,974.78 ","$2,020.67 ","$2,032.12 "
395197,178,Waco,TX,"$1,112.55 ","$1,138.89 ","$1,123.12 ","$1,165.91 ","$1,182.60 ","$1,221.61 ","$1,285.31 ","$1,336.89 ","$1,376.91 ","$1,427.69 ","$1,462.80 ","$1,481.12 ","$1,513.55 ","$1,514.49 ","$1,514.49 "
394447,179,Cedar Rapids,IA,$926.71 ,$922.55 ,$934.94 ,$957.11 ,$962.77 ,$983.66 ,$986.56 ,$990.75 ,"$1,005.70 ","$1,016.09 ","$1,038.74 ","$1,054.76 ","$1,072.87 ","$1,089.52 ","$1,086.95 "
394348,180,Atlantic City,NJ,"$1,329.21 ","$1,317.21 ","$1,368.52 ","$1,415.75 ","$1,467.06 ","$1,566.41 ","$1,652.59 ","$1,711.51 ","$1,833.09 ","$1,857.84 ","$1,874.37 ","$1,920.87 ","$1,910.60 ","$1,923.32 ","$1,960.86 "
394412,181,Bremerton,WA,"$1,531.10 ","$1,525.21 ","$1,524.63 ","$1,578.85 ","$1,633.13 ","$1,718.55 ","$1,824.49 ","$1,888.31 ","$1,910.80 ","$1,926.11 ","$1,919.26 ","$1,909.10 ","$1,918.56 ","$1,916.65 ","$1,911.23 "
395103,182,Sioux Falls,SD,$916.78 ,$923.10 ,$931.71 ,$940.11 ,$957.11 ,$980.02 ,"$1,008.36 ","$1,053.28 ","$1,096.39 ","$1,133.27 ","$1,163.47 ","$1,178.75 ","$1,188.04 ","$1,190.98 ","$1,194.88 "
395065,183,Santa Cruz,CA,"$2,619.72 ","$2,595.47 ","$2,584.19 ","$2,647.67 ","$2,702.10 ","$2,794.73 ","$2,884.94 ","$3,002.54 ","$3,121.60 ","$3,176.48 ","$3,250.58 ","$3,272.28 ","$3,281.47 ","$3,311.38 ","$3,328.68 "
394572,184,Erie,PA,$801.24 ,$804.54 ,$816.18 ,$832.70 ,$822.47 ,$839.68 ,$871.14 ,$885.53 ,$916.32 ,$956.73 ,$972.96 ,"$1,002.24 ","$1,026.54 ","$1,024.97 ","$1,025.39 "
394924,185,Norwich,CT,"$1,084.54 ","$1,072.97 ","$1,095.99 ","$1,135.55 ","$1,164.33 ","$1,204.41 ","$1,247.02 ","$1,270.07 ","$1,302.45 ","$1,337.06 ","$1,363.35 ","$1,399.20 ","$1,432.59 ","$1,455.96 ","$1,472.24 "
394323,186,Amarillo,TX,"$1,165.36 ","$1,172.21 ","$1,184.05 ","$1,213.14 ","$1,223.25 ","$1,257.37 ","$1,279.15 ","$1,316.82 ","$1,355.24 ","$1,393.09 ","$1,429.79 ","$1,441.81 ","$1,455.23 ","$1,454.09 ","$1,452.85 "
394772,187,Laredo,TX,"$1,104.57 ","$1,101.07 ","$1,108.02 ","$1,109.45 ","$1,117.58 ","$1,125.39 ","$1,170.34 ","$1,205.76 ","$1,240.74 ","$1,258.08 ","$1,258.69 ","$1,278.53 ","$1,284.57 ","$1,304.64 ","$1,314.28 "
395171,188,Tuscaloosa,AL,"$1,237.88 ","$1,238.51 ","$1,247.00 ","$1,269.56 ","$1,275.99 ","$1,282.99 ","$1,313.88 ","$1,342.83 ","$1,370.82 ","$1,409.96 ","$1,435.10 ","$1,459.16 ","$1,495.73 ","$1,516.69 ","$1,523.98 "
394483,189,College Station,TX,"$1,212.89 ","$1,219.04 ","$1,216.23 ","$1,237.45 ","$1,262.45 ","$1,265.51 ","$1,303.75 ","$1,337.82 ","$1,361.45 ","$1,399.69 ","$1,421.78 ","$1,444.88 ","$1,479.61 ","$1,503.87 ","$1,518.36 "
394732,190,Kalamazoo,MI,$977.01 ,$983.95 ,$991.32 ,"$1,009.03 ","$1,032.00 ","$1,055.73 ","$1,090.73 ","$1,122.43 ","$1,153.35 ","$1,175.34 ","$1,192.82 ","$1,209.42 ","$1,221.30 ","$1,239.05 ","$1,237.91 "
